id,city,state,country,iso3,continent,lat,lon,gmp,population_city,population_country,traffic_mortality,literacy_rate,avg_height,med_age,gini,traffic_index,videos,time_of_day,start_time,end_time,vehicle_type,upload_date,fps_list,channel
192,Toulouse,,France,FRA,Europe,43.604462,1.444247,65.456,493465.0,67391582.0,5.1,99.0,171.5,42.4,31.5,126.8,[BmnG2GJmdko],[[0]],[[95]],[[4428]],[0],[10042021],[0.0],[]
193,Lugano,,Switzerland,CHE,Europe,46.0050102,8.9520281,884.94,63000.0,8654622.0,2.2,99.0,171.5,44.0,33.7,117.8,[kVV99gWKzr0],[[0]],[[0]],[[1636]],[0],[20022021],[0.0],[]
194,Strasbourg,,France,FRA,Europe,48.573405,7.752111,49.09,274845.0,67391582.0,5.1,99.0,171.5,42.4,31.5,126.8,[n7dRzfC7kRE],[[0]],[[60]],[[3702]],[0],[],[0.0],[]
195,Torrevieja,,Spain,ESP,Europe,37.9775416,-0.6828446,1580.684,101792.0,47351567.0,3.9,99.0,169.0,46.3,33.9,96.5,[XZ8CKUOQC0Q],[[0]],[[80]],[[3910]],[0],[13032021],[0.0],[]
196,Varese,,Italy,ITA,Europe,45.8397203,8.754133838,2254.851,80588.0,59554023.0,5.3,99.0,168.1,48.1,34.8,125.3,[-_8ldWMAIec],[[0]],[[0]],[[1060]],[0],[13022021],[0.0],[]
197,Berlin,,Germany,DEU,Europe,52.510885,13.3989367,271.818,3426354.0,83240525.0,3.8,99.0,173.2,46.7,32.4,99.7,"[R_qfsPcnw-w,Alg8peh6JyU,9WXXaUI6urs,wZ54yBDMdBs,-DWO_yqJplE,3iZULQIumAI,opq0NVzPEao,Z35oOIwLpBI,MYjGr5jKRWg,tiurLOJ2OTA,dKmWMO0bzdU,Y5NVwNtRbN4,WwmrisOynGI,W2c0nxQI2es,w4nYcx5iNeY,LNorEAo7HnU,3NikpHog-8Q,h2idRrX8l0s,zu4v7I0T7hk,6YlEDDIe8T8,CC0fH_jb0X0,LV8rr-2Q5Os,VwOiFcdrsfg,tKuvX_CSEM0,YqcybONWHcg,7J8MP5N7SQA,eZiEiPoFJSo,-F_5gu-glcs]","[[0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0]]","[[0], [0], [22], [0], [0], [10], [0], [0], [0], [0], [0], [0], [0], [0], [0], [7], [0], [0], [0], [3], [0], [5], [0], [0], [0], [5], [6], [0]]","[[2153], [2033], [1004], [560], [2267], [1348], [1153], [3372], [1327], [2124], [3372], [1829], [1647], [1267], [1517], [1386], [2118], [1434], [1610], [793], [1853], [1895], [2469], [2427], [2315], [1281], [1355], [1377]]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",[],"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",[]
198,Konstanz,,Germany,DEU,Europe,47.659216,9.1750718,12.212,81275.0,83240525.0,3.8,99.0,173.2,46.7,32.4,99.7,[CCwhIRH6nSs],[[0]],[[0]],[[1440]],[0],[20122020],[0.0],[]
199,Zurich,ZH,Switzerland,CHE,Europe,47.3744489,8.5410422,158.913,341730.0,8654622.0,2.2,99.0,171.5,44.0,33.7,117.8,"[J2ijH7j7GDU,p-om3QeH31c]","[[0], [0]]","[[0], [18]]","[[2340], [915]]","[0, 0]","[26112020, 4062023]","[0.0, 0.0]",[]
200,Vitebsk,,Belarus,BLR,Europe,55.1930197,30.2070437,71.857,358395.0,9398861.0,7.6,99.9,172.8,41.7,24.4,112.0,[QE-VqiYbITY],[[0]],[[18]],[[4796]],[0],[18112020],[0.0],[]
201,Dresden,,Germany,DEU,Europe,51.0493286,13.7381437,50.788,556227.0,83240525.0,3.8,99.0,173.2,46.7,32.4,99.7,[Tz-WowjJCyY],[[0]],[[8]],[[3170]],[0],[],[0.0],[]
212,Vilnius,,Lithuania,LTU,Europe,54.6870458,25.2829111,30.915,542366.0,2794700.0,8.1,99.8,174.1,45.0,36.7,84.2,"[TqLWALg_Ko8,P93T4vucjy0,QhQFXmyYRys,oo6Xd5I-NoA,D33Mh1fQQv8,ZXKbPqaa5w8,iR7TQA700hM,IrEoGnWH4Yo,_3LCZMy324Y,EICq5iO9Rgc,EFlRcxOAElE,O6q_43lMWCA,F_fbZA65Nis,nJnIkFhtlO4,b1UksDz2ieU,7MzfGNg46PM,rOydTUVMris,qZMcHd64d2M,HPxC-TbuLWo,hsGRSQHtG9s,K5qyNwBAb7A,2x_c-CYkk3o,XZc1wwoaBtI]","[[0], [0, 1], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0]]","[[0], [0, 2255], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [10], [50], [25], [0], [0], [0], [27], [0]]","[[3464], [2255, 4012], [1176], [1126], [569], [831], [1602], [1014], [2234], [2000], [2780], [990], [1179], [927], [3035], [774], [1228], [1106], [1182], [1178], [665], [1618], [2669]]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",[],"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",[]
213,Massa,,Italy,ITA,Europe,44.0359323,10.1395519,2254.851,64783.0,59554023.0,5.3,99.0,168.1,48.1,34.8,125.3,"[_BsAV-BjajQ,u4UgZFIZp2I,BJv8iH7fe_I]","[[0], [0], [0]]","[[0], [0], [0]]","[[599], [3436], [2360]]","[0, 0, 0]","[28092024, 29022024, 28092023]","[0.0, 0.0, 0.0]",[]
214,Forte dei Marmi,,Italy,ITA,Europe,43.9595891,10.1699392,2254.851,7656.0,59554023.0,5.3,99.0,168.1,48.1,34.8,125.3,[haRovM2ViDU],[[0]],[[0]],[[1713]],[0],[21092024],[0.0],[]
215,Piacenza,,Italy,ITA,Europe,44.8476352,9.666531258,2254.851,103607.0,59554023.0,5.3,99.0,168.1,48.1,34.8,125.3,"[ui1LKqFAR64,dPc95SFvmyA]","[[0], [0]]","[[0], [0]]","[[620], [711]]","[0, 0]",[],"[0.0, 0.0]",[]
216,Nürnberg,,Germany,DEU,Europe,49.453872,11.077298,169.195,515543.0,83240525.0,3.8,99.0,173.2,46.7,32.4,99.7,[1Y-qv97AvhI],[[0]],[[0]],[[1786]],[0],[],[0.0],[]
217,Šiauliai,,Lithuania,LTU,Europe,55.9340823,23.3157775,77.836,99462.0,2794700.0,8.1,99.8,174.1,45.0,36.7,84.2,"[8cG6EI6JtQE,9QXzKC1_42M,SOcRDVynzaU,gPLsx2RgV6c]","[[0], [0], [0], [0]]","[[0], [0], [0], [0]]","[[1586], [2635], [1436], [1159]]","[0, 0, 0, 0]",[],"[0.0, 0.0, 0.0, 0.0]",[]
218,Białystok,,Poland,POL,Europe,53.12750505,23.14705087,811.229,291855.0,37950802.0,9.4,99.8,173.2,42.4,28.5,114.2,[OGiX9uiA9lA],[[0]],[[78]],[[748]],[0],[11112023],[0.0],[]
219,Bergamo,,Italy,ITA,Europe,45.694495,9.669873,40.539,121200.0,59554023.0,5.3,99.0,168.1,48.1,34.8,125.3,[u8LxvDeDetA],[[0]],[[0]],[[1261]],[0],[],[0.0],[]
220,Wroclaw,,Poland,POL,Europe,51.1089776,17.0326689,17.387,634893.0,37950802.0,9.4,99.8,173.2,42.4,28.5,114.2,[1dqKQQrmz-8],[[0]],[[0]],[[3212]],[0],[],[0.0],[]
